name,address,suburb,state,postcode,type,places,rating,qa1,qa2,qa3,qa4,qa5,qa6,qa7,start_time,end_time,latitude,longitude
"Young Academics Early Learning Centre Greystanes, Old Prospect Rd",308 Old Prospect Rd,GREYSTANES,NSW,2145,LDC,104,M,M,M,M,M,M,M,M,07:00,18:00,-33.81842964,150.93539892
Wildflowers Early Learning - Seville Grove,26 San Jacinta Rd,SEVILLE GROVE,WA,6112,LDC,104,M,M,M,M,M,M,M,M,06:30,18:00,-32.13997073,115.97838586
"Young Academics Early Learning Centre Westmead, Whitworth St",7 Whitworth St,WESTMEAD,NSW,2145,LDC,44,M,M,M,M,M,M,M,M,07:00,18:00,-33.81869841,150.9853292
"Ambrose School Age Care, Holy Trinity, Granville",40 Grimwood Street,GRANVILLE,NSW,2142,OSHC_A,40,M,M,M,M,M,M,M,M,15:00,18:00,-33.83415556,151.00100948
Helping Hands Gladstone West,Boles St,GLADSTONE WEST,QLD,4680,OSHC_A;OSHC_B;OSHC_V,60,,,,,,,,,06:00,18:00,-23.85209127,151.25362627
"Ambrose School Age Care, Corpus Christi, Cranebrook","Corpus Christi, 86 Andromeda Dr",CRANEBROOK,NSW,2749,OSHC_A;OSHC_B,100,M,M,M,M,M,M,M,M,07:00,18:00,-33.71138897,150.71886911
SCECS OSHC St Luke's Revesby,"St Luke's Catholic Primary School, 1 Beaconsfield St",REVESBY,NSW,2212,OSHC_A;OSHC_B;OSHC_V,144,M,M,M,M,M,M,M,M,07:00,18:00,-33.94556843,151.0169785
SCECS OSHC St Joseph's Rosebery,"St Joseph's Catholic Primary School, 76 Rosebery Ave",ROSEBERY,NSW,2018,OSHC_A;OSHC_B;OSHC_V,90,M,M,M,M,M,M,M,M,07:00,18:00,-33.91646796,151.20739213
Matthew Gibney Catholic Primary School OSHC - Extend,"Matthew Gibney Catholic School, 30 Munday Rd",HIGH WYCOMBE,WA,6057,OSHC_A;OSHC_B,30,M,M,M,M,M,M,M,M,06:30,18:00,-31.93412371,115.99642792
Yallabirrang Kindergarten,"Collingwood College, 1-7 McCutcheon Way",COLLINGWOOD,VIC,3066,PKS,66,X,X,X,X,X,X,X,X,08:30,16:00,-37.80314661,144.9906712
Bilbies ELC & Kinder,32-36 Chapel Rd,KEYSBOROUGH,VIC,3173,LDC,120,M,M,M,M,M,M,M,M,07:00,18:30,-37.99615301,145.16229287
Austin Cove Early Learning Centre,Lot 1100 California Crescent,SOUTH YUNDERUP,WA,6208,LDC;OSHC_A;OSHC_B,60,,,,,,,,,06:30,18:00,-33.66433511,115.35553297
Skippy's Early Learning Yeppoon,9 Tanby Rd,YEPPOON,QLD,4703,LDC;OSHC_A;OSHC_B;OSHC_V,110,,,,,,,,,06:30,18:30,-23.1337636,150.73810448
Shapes Early Learning Redbank Plains,217-225 School Rd,REDBANK PLAINS,QLD,4301,LDC,111,M,M,M,M,M,M,M,M,06:30,18:30,-27.66642062,152.85098106
Eden Academy Delahey,37 Goldsmith Ave,DELAHEY,VIC,3037,LDC,100,M,M,M,M,M,M,M,M,07:00,18:30,-37.717983,144.775988
PlayNest Early Learning,920 Logan Rd,HOLLAND PARK WEST,QLD,4121,LDC,75,M,M,M,M,M,M,M,M,06:30,18:30,-27.51801266,153.06035667
Connections Early Learning Moorooka,5-11 Hamilton Rd,MOOROOKA,QLD,4105,LDC,132,M,M,M,M,M,M,M,M,06:30,18:30,-27.53824914,153.01423341
Young Giants Galilee Catholic Primary School,60b Blair St,NORTH BONDI,NSW,2026,OSHC_A;OSHC_B;OSHC_V,52,M,M,M,M,M,M,M,M,07:00,18:00,-33.88523234,151.27640026
Kids Academy Wyong,27-31 Howarth St,WYONG,NSW,2259,LDC,90,,,,,,,,,07:00,18:30,-33.2875447,151.42546846
St Paul's PS Coburg TheirCare,"St Pauls Primary School Coburg, 562 Sydney Rd",COBURG,VIC,3058,OSHC_A;OSHC_B;OSHC_V,50,M,M,M,M,M,M,M,M,07:00,18:00,-37.73853008,144.96735579
360 Early Education Throsby,24 Mulgara Loop,THROSBY,ACT,2914,LDC,92,X,X,M,X,M,X,M,X,07:30,18:00,-35.19255036,149.16201082
Little Kindy Singleton,57-63 George St,SINGLETON,NSW,2330,LDC,100,M,M,M,M,M,M,M,M,06:30,18:00,-32.56232402,151.17486756
Mirabilia Early Learning Education Centre & Kindergarten Citiplace,16/378 Wellington St,PERTH,WA,6000,LDC;OSHC_A;OSHC_B;OSHC_V,85,M,M,M,M,M,M,M,M,06:30,18:30,-31.95157511,115.86091186
Smartland Early Learning Centre Ripley,20 BLUEBAND CT,RIPLEY,QLD,4306,LDC,150,W,M,W,W,M,M,M,M,06:00,18:00,-27.65842721,152.78002252
Go Kindy Thornton,5 Huntingdale Dr,THORNTON,NSW,2322,LDC,120,W,W,W,M,M,M,M,M,07:00,18:00,-32.78673121,151.63688939
Waverley Meadows OSHClub,"Waverley Meadows Primary Schoo, 11-27 Columbia Dr",WHEELERS HILL,VIC,3150,OSHC_A;OSHC_B,35,M,M,M,M,M,M,M,M,07:00,18:00,-37.91454256,145.18430542
Small Friends Childcare & Education,39 Sanctuary Dr,KIALLA,VIC,3631,LDC;OSHC_A;OSHC_B;OSHC_V,106,W,M,M,M,M,M,M,W,06:30,18:30,-36.43336865,145.40200162
Mount Lockyer OSHC,"67 South Coast Hwy, Lockyer",ALBANY,WA,6330,OSHC_A;OSHC_B;OSHC_V,30,W,W,M,M,M,M,M,M,06:30,18:00,-35.00191092,117.85769938
St Bernadette’s OSHClub,"St Bernadettes School, 1264 Mountain Hwy",THE BASIN,VIC,3154,OSHC_A;OSHC_B,30,M,M,M,M,M,M,M,M,07:00,18:00,-37.85312886,145.31151594
Active OOSH Krambach,3838 The Bucketts Way,KRAMBACH,NSW,2429,OSHC_A;OSHC_B,15,M,M,M,M,M,M,M,M,15:00,17:00,-32.04651191,152.27203364
Little Creek Early Learning,647 Kingston Road,LOGANLEA,QLD,4131,LDC,135,,,,,,,,,06:30,18:30,-27.67382324,153.12109035
Nido Early School Piara Waters,"Piara Village, T6/12 Erade Drive",PIARA WATERS,WA,6112,LDC,92,M,M,M,M,M,M,M,M,06:30,18:30,-32.11687551,115.91558198
Cuddles Early Learning and Childcare Centre East Byford,15 Beenyup Rd,BYFORD,WA,6122,LDC;OSHC_A;OSHC_B;OSHC_V,90,,,,,,,,,06:30,18:30,-32.22202602,116.01035188
Wilderness School OSHC,"Wilderness School, 30 Hawkers Rd",MEDINDIE,SA,5081,OSHC_A;OSHC_B;OSHC_V,55,,,,,,,,,07:00,18:00,-34.89853127,138.60834366
FROEBEL Alexandria,Suite 7105 177-219 Mitchell Road,ALEXANDRIA,NSW,2015,LDC,44,M,M,M,M,M,M,M,M,07:30,18:00,-33.90628534,151.18685238
Frog Stomp Preschool,"Hamilton South Pre School, 80A Jenner Parade",HAMILTON SOUTH,NSW,2303,LDC,32,X,X,M,M,X,X,X,M,08:00,16:00,-32.93201403,151.75153171
Busy Bees on Furlong Road,20 Furlong Road,QUEANBEYAN,NSW,2620,LDC,75,M,M,M,M,M,M,M,M,07:00,18:00,-35.36237513,149.20458351
Creative Learning Preschool and Child Care Centre,16 Cam Street,NORTH RYDE,NSW,2113,LDC,29,M,M,M,M,M,M,M,M,07:30,18:00,-33.79043914,151.12736439
Only About Children Neutral Bay,11 Lindsay St,NEUTRAL BAY,NSW,2089,LDC,88,M,M,M,M,M,M,M,M,07:00,18:00,-33.83446148,151.2197629
Gainmara Birrilee Preschool,9 Church Street,BREWARRINA,NSW,2839,PKS,25,M,M,M,M,M,M,M,M,08:15,16:00,-29.96611841,146.85851397
Galloway Childrens Centre,"Galloway Childrens Centre, 90 Galloway Street",ARMIDALE,NSW,2350,LDC;OSHC_A;OSHC_V,39,M,M,M,M,M,M,M,M,07:45,17:45,-30.52955002,151.67256113
UnitingCare Galston Early Learning Centre,11 School Road,GALSTON,NSW,2159,LDC,40,X,X,M,X,X,M,M,X,07:15,18:15,-33.64808033,151.04212222
Gamumbi Early Childhood Education Centre Incorporated,2 Lourne Avenue,TOORMINA,NSW,2452,LDC,51,X,X,M,X,M,X,X,X,07:30,17:30,-30.3601137,153.08679262
Gan Yeladim,14 Anglesea Street,BONDI,NSW,2026,LDC,23,M,M,M,M,M,M,M,M,07:45,17:00,-33.8904706,151.26067099
Ganmain Pied Piper Preschool,42 Langham Street,GANMAIN,NSW,2702,PKS,20,M,M,M,M,M,M,M,M,08:30,16:00,-34.79609478,147.04136984
Guardian Childcare & Education Maroubra West,132 Garden Street,MAROUBRA JUNCTION,NSW,2035,LDC,50,M,M,M,M,M,M,M,M,06:30,18:30,-33.94258829,151.24107977
Hands and Hearts Early Learning Centre,9 Gardiner Avenue,COFFS HARBOUR,NSW,2450,LDC,25,X,M,X,M,M,X,X,X,07:00,18:00,-30.30128579,153.10887785
Gardiner Early Education Centre,6 Gardiner Street,BONDI JUNCTION,NSW,2022,LDC,56,M,M,X,X,X,M,M,M,07:30,18:00,-33.89514709,151.24763241
Gardner Farm Child Care,16B Gardner Road,FALLS CREEK,NSW,2540,LDC,34,M,M,M,M,M,M,M,M,07:00,18:00,-34.99238646,150.58985887
Garfield Childcare,61-63 Garfield Street,WENTWORTHVILLE,NSW,2145,LDC;OSHC_A;OSHC_B;OSHC_V,85,W,M,W,M,M,M,M,M,07:00,18:00,-33.81168651,150.96813319
Garfield Street Children's Centre,5 Garfield Street,FIVE DOCK,NSW,2046,LDC,60,M,M,M,M,M,M,M,M,07:30,18:00,-33.86878756,151.12874952
Genesis Kids Long Day Care Centre,9 Burns Street,CAMPSIE,NSW,2194,LDC,29,W,W,W,M,M,W,M,W,07:30,17:30,-33.90535047,151.1063553
George Street Children's Centre,75-77 George Street,INVERELL,NSW,2360,LDC,75,W,M,M,M,W,M,M,M,06:30,18:30,-29.76523245,151.11644064
German International School Sydney Preschool,33 Myoora Rd,TERREY HILLS,NSW,2084,PKP,40,X,X,X,X,X,X,X,X,08:00,15:30,-33.68877179,151.22018477
Gerringong Preschool Education Centre,6 Archibald Road,GERRINGONG,NSW,2534,LDC,29,M,M,M,M,M,M,M,M,07:30,17:30,-34.74967164,150.82339359
Gib Gate,Old Bowral Rd,MITTAGONG,NSW,2575,PKP,48,M,X,M,M,M,M,X,M,08:30,16:00,-34.45438801,150.43000047
Explorers Learning Academy Mittagong West,36 Etheridge St,MITTAGONG,NSW,2575,LDC;OSHC_V,42,M,M,M,M,M,M,M,M,07:00,18:00,-34.44785518,150.43540499
Gidgillys the Jindy Kindy,6 Poley Cow Lane,JINDABYNE,NSW,2627,LDC,59,X,X,M,M,M,X,X,X,07:30,17:30,-36.416644,148.60998407
Papilio Early Learning Bella Vista,"Tower A, Suite 101-105, 20 Lexington Drive",BAULKHAM HILLS,NSW,2153,LDC,89,M,M,M,M,M,M,M,M,06:30,18:30,-33.73425199,150.94521752
Giggles Early Learning Centre,9 Karlowan Place,FORSTER,NSW,2428,LDC,29,W,M,M,W,M,M,M,M,07:00,18:00,-32.19134632,152.51805944
Papilio Early Learning Norwest,24-30 Lexington Drive,BELLA VISTA,NSW,2153,LDC,72,M,M,M,M,M,M,M,M,07:00,18:30,-33.73371372,150.94412299
Antara Childcare & Preschool Bexley,29 Waratah St,BEXLEY,NSW,2207,LDC,39,X,X,X,X,M,M,X,M,07:00,18:00,-33.95979294,151.11246205
Giiguy Gamambi Preschool,Bellwood Rd,NAMBUCCA HEADS,NSW,2448,PKS,28,X,M,M,M,X,X,X,X,08:00,15:30,-30.65488478,152.98318324
Gilgandra Preschool,Eiraben Street,GILGANDRA,NSW,2827,PKS,80,X,X,M,X,M,X,X,X,08:00,15:30,-31.70750477,148.66937239
Gingerbread Preschool Kindergarten,28 Bourke Street,BONDI JUNCTION,NSW,2022,LDC;PKS,51,M,M,M,M,M,M,M,M,07:45,17:45,-33.89742431,151.24963513
Giraffe Early Learning Centre,29 The Crescent,MOSMAN,NSW,2088,LDC,125,M,M,M,M,M,M,M,M,07:00,18:00,-33.82588909,151.24244621
Girrawong Preschool,Lot 1 Russell Lane,PURFLEET,NSW,2430,PKS,50,W,M,M,M,M,M,M,W,08:00,16:00,-31.94168102,152.4669076
Girrinbai Community Pre School,"Girrinbai Preschool, 7 Fencott Drive",JEWELLS,NSW,2280,PKS,40,M,M,M,M,M,M,M,M,08:30,16:30,-33.01561533,151.68722352
Glen Innes Preschool,35 Wentworth Street,GLEN INNES,NSW,2370,PKS,60,X,X,X,X,X,X,X,X,08:00,16:30,-29.73959197,151.72276011
Let's Play Daycare,1 Ashworth Avenue,BELROSE,NSW,2085,LDC,29,M,M,M,M,M,M,M,M,06:00,18:30,-33.73960487,151.20834103
Glenaeon Rudolf Steiner Preschool,118 Sydney Street,WILLOUGHBY,NSW,2068,LDC;PKS,39,X,X,M,X,X,X,M,X,08:30,16:30,-33.79793279,151.19438306
Glendale Early Education Centre,4 Stockland Drive,ARGENTON,NSW,2284,LDC,46,X,X,X,X,X,X,X,X,07:00,18:00,-33.41913408,149.60202474
"Kinda-Mindi Early Learning Centre, Glendenning",2 Stone Street,GLENDENNING,NSW,2761,LDC,90,M,M,M,M,M,M,M,M,07:00,18:00,-33.73817611,150.85315652
Kids' Early Learning Blacktown City Glendenning Preschool,48 Golding Drive,GLENDENNING,NSW,2761,PKS,40,X,X,X,X,X,X,X,X,08:30,15:00,-33.74193064,150.85393294
Glendore Child Care Centre,4-8 Glendore Street,MARYLAND,NSW,2287,LDC,48,X,M,X,X,M,X,M,X,07:00,18:00,-32.87462425,151.64979371
Glenfield Pre-school Kindergarten,62 Fawcett Street,GLENFIELD,NSW,2167,LDC,29,M,M,M,M,M,M,M,M,07:00,18:00,-33.97782042,150.89386916
Glenhaven Early Learning Centre,19 Bannerman Road,KENTHURST,NSW,2156,LDC,63,M,M,M,M,M,M,M,M,07:00,18:00,-33.68728022,150.9805424
Glenmore Park Child and Family Centre,31 Blue Hills Drive,GLENMORE PARK,NSW,2745,LDC,80,M,M,M,M,M,M,M,M,07:30,17:30,-33.79393369,150.68637427
Exploring Hub Early Learning Centre (Glenmore Park),100 The Lakes Drive,GLENMORE PARK,NSW,2745,LDC,36,M,X,M,M,M,M,M,M,07:00,18:00,-33.78454926,150.67463428
Glenning Valley Child Care Centre,2 Toona Way,BERKELEY VALE,NSW,2261,LDC,46,M,M,M,M,M,M,M,M,07:00,18:00,-33.33512229,151.42887647
Glenorie Preschool,1735 Old Northern Road,GLENORIE,NSW,2157,LDC;PKS,27,M,M,M,M,M,M,M,M,07:30,18:00,-33.60087528,151.0075833
Glenreagh Preschool Incorporated,17 Dorrigo Street,GLENREAGH,NSW,2450,PKS,20,M,M,M,M,M,M,X,M,08:30,16:30,-30.05328547,152.97752048
Fun2Learn Early Learning Centre,2-4 Virginia Street,ROSEHILL,NSW,2142,LDC,80,W,M,W,W,M,M,M,W,07:00,18:00,-33.82521614,151.02018302
Gloucester Pre School & Early Years Learning Centre,"Gloucester Pre School, 52 Hume Street",GLOUCESTER,NSW,2422,LDC;PKS,80,X,X,X,X,X,X,X,X,07:30,18:30,-32.00930429,151.96091093
Kids' Early Learning Blacktown City Quakers Hill North,Cnr Goddard Crescent and Farnham Road,QUAKERS HILL,NSW,2763,PKS,40,X,X,X,X,X,X,X,X,08:30,15:00,-33.72174228,150.90211773
Bumble Bees Early Learning Centre Berowra,49 Yallambee Road,BEROWRA,NSW,2081,LDC,29,M,M,M,M,M,M,M,M,07:00,18:00,-33.62946328,151.1413397
Golden Valley Children's Learning Centre,160 Golden Valley Drive,GLOSSODIA,NSW,2756,LDC,40,M,M,M,M,M,M,M,M,07:00,18:00,-33.53195459,150.76674816
Goodooga Preschool Inc,6 Doyle Street,GOODOOGA,NSW,2831,PKS,20,M,M,M,M,M,M,M,M,09:00,15:00,-29.11698797,147.45317546
Goodstart Early Learning Albury - Banff Avenue 1,670-674 Banff Avenue,ALBURY,NSW,2640,LDC,78,M,M,M,M,M,M,M,M,06:30,18:00,-36.07236321,146.9209219
KINDY COTTAGE GOONELLABAH,21 Oliver Avenue,GOONELLABAH,NSW,2480,LDC,53,M,M,M,M,M,M,M,M,06:30,17:30,-28.82268922,153.28830734
Goonellabah Pre-School Incorporated,20 Spring Avenue,GOONELLABAH,NSW,2480,PKS,60,X,X,X,M,X,X,X,X,08:00,17:30,-28.82027577,153.3207349
Gordon Community Preschool,2A Park Ave,GORDON,NSW,2072,PKS,74,X,X,X,X,X,X,X,X,08:00,15:30,-33.7534425,151.15302217
Gorokan Preschool,8-12 Balmoral Drive,GOROKAN,NSW,2263,PKS,70,X,X,X,X,X,X,X,X,08:00,15:30,-33.25970914,151.50144943
Coastwide Family Day Care,"1, 19-21 Jusfrute Dr",WEST GOSFORD,NSW,2250,FDC,,M,M,M,M,M,M,M,M,08:30,17:00,-33.42804398,151.31392858
Gosford Pre-School Inc,29 Waratah Street,GOSFORD,NSW,2250,PKS,40,X,X,X,M,M,X,X,X,08:30,16:00,-33.4319456,151.35867084
Goulburn Family Day Care,128 COWPER ST,GOULBURN,NSW,2580,FDC,,M,M,M,M,M,M,M,M,08:30,15:30,-34.75345367,149.71320629
Goulding Hill Pre-School,"Goulding Hill Pre School, 2 Hancott St",RYDE,NSW,2112,PKS,42,M,M,M,M,M,M,M,M,08:15,15:45,-33.80466996,151.11140256
Gowrie NSW Erskineville Early Education and Care Centre,1 Elliott Ave,ERSKINEVILLE,NSW,2043,LDC,98,M,X,M,M,M,M,M,X,07:30,18:00,-33.90201989,151.19093045
Grace Lutheran Pre-School,68 Jones Avenue,MOREE,NSW,2400,PKS,50,M,M,M,M,M,X,M,M,08:00,15:30,-29.47978121,149.83649239
Gracelands Early Education by Guardian,7 Arnold Avenue,KELLYVILLE,NSW,2155,LDC,99,M,M,M,M,M,M,M,M,07:00,18:30,-33.71855213,150.94267086
Grandma Rosie's Childcare Centre - Primbee,52 Illowra Crescent,PRIMBEE,NSW,2502,LDC;OSHC_A;OSHC_B;OSHC_V,28,X,X,M,X,M,M,X,X,07:00,18:00,-34.50038904,150.88322433
Grandma Rosie's Childcare Centre - Wollongong,38 Kenny Street,WOLLONGONG,NSW,2500,LDC;OSHC_A;OSHC_B;OSHC_V,39,X,M,X,X,X,M,X,X,07:00,18:00,-34.428733,150.89133846
Uniting Grantham Heights Early Learning Seven Hills,Cnr Nipigon Road & Winnipeg Street,SEVEN HILLS,NSW,2147,LDC,41,X,M,X,X,M,M,X,X,07:30,18:30,-33.78358854,150.93454859
Granville Public School Preschool,Lena Street,GRANVILLE,NSW,2142,PKP,20,M,M,M,M,M,M,M,M,09:00,15:00,-33.83406994,151.00584434
Grays Lane Children's Centre,96-98 Grays Lane,CRANEBROOK,NSW,2749,OSHC_A;OSHC_B;OSHC_V;PKS,65,X,X,X,M,M,X,X,M,08:45,18:00,-33.71271646,150.71001596
Anchorage Early Learning,206-210 North West Arm Road,GRAYS POINT,NSW,2232,LDC,74,X,X,X,X,X,X,X,M,07:30,17:30,-34.05434519,151.07681168
Grays Point Pre-School Kindergarten,"Grays Point Pre School, 118-120 Grays Point Road",GRAYS POINT,NSW,2232,PKS,35,X,X,X,X,X,X,X,X,08:00,16:00,-34.05861316,151.08085073
Great Lakes Children's Centre,34 Lake Street,FORSTER,NSW,2428,LDC;PKS,59,X,X,M,M,X,X,X,X,07:00,17:30,-32.1840193,152.52327154
Greek Orthodox Community of NSW Child Care Centre,264 Stanmore Road,PETERSHAM,NSW,2049,LDC,88,M,M,M,M,X,X,M,M,07:30,18:00,-33.89669322,151.16098971
Green Gables Kindergarten,48 Griffiths Street,SANS SOUCI,NSW,2219,LDC,60,X,X,X,X,X,X,X,X,07:00,18:00,-33.99526326,151.13464058
Three Bees Childcare,"Green Street Pre School, 157 Green Street",ULLADULLA,NSW,2539,LDC,29,M,M,M,M,M,M,M,M,08:30,17:30,-35.35480074,150.45965302
Stepping Stones Academy,232 Green Valley Road,GREEN VALLEY,NSW,2168,LDC;OSHC_A;OSHC_B;OSHC_V,29,W,W,W,W,W,W,W,W,06:00,18:30,-33.90164158,150.86310273
Liberty Church of Christ Preschool,122 Waterloo Road,GREENACRE,NSW,2190,PKS,29,M,M,M,M,M,M,M,M,08:00,15:30,-33.90925465,151.05622667
Greenfield Village Child Care Centre,63-65 Devenish St,GREENFIELD PARK,NSW,2176,LDC;OSHC_A;OSHC_B;OSHC_V,56,W,W,W,W,W,M,M,W,07:30,18:00,-33.87056329,150.89200827
Young Academics Early Learning Centre Kingsford,24 Houston Road,KINGSFORD,NSW,2032,LDC,58,M,M,M,M,M,M,M,M,07:00,18:00,-33.92012239,151.22552566
Greenhills Child Care Centre,2 Stewart Street,SOUTH WINDSOR,NSW,2756,LDC,55,W,W,W,M,M,M,M,M,07:00,18:00,-33.62628848,150.80516031
Milestones Early Learning Greenway,45 Riddell Street,WEST HOXTON,NSW,2171,LDC,39,M,M,M,M,M,M,M,M,07:30,18:00,-33.93278908,150.83685203
MindChamps Early Learning @ Cherrybrook,31X Shepherds Drive,CHERRYBROOK,NSW,2126,LDC,72,M,M,M,M,M,M,M,M,07:30,18:00,-33.7201786,151.04174446
Grenfell Preschool & Long Day Care Centre,"Grenfell Pre School, 35 Forbes Street",GRENFELL,NSW,2810,LDC;OSHC_A;OSHC_B;OSHC_V,70,S,W,S,W,W,W,W,S,08:00,17:30,-33.89818298,148.15922067
Greta Community Pre-School,1 Water Street,GRETA,NSW,2334,PKS,20,M,M,M,M,M,M,M,M,08:30,16:00,-32.67812425,151.38822534
Total Care Early Learning Centre PTY LTD,27 Eldridge Road,GREYSTANES,NSW,2145,LDC,45,M,M,M,M,M,M,M,M,07:00,18:00,-33.83078405,150.95089925
Greystanes Preschool,"Greystanes Pre School, 728-730 Merrylands Road",GREYSTANES,NSW,2145,LDC,29,M,M,M,M,M,M,M,M,07:00,18:00,-33.82981498,150.94719584
Griffith Preschool Kindergarten,Kindergarten Lane,GRIFFITH,NSW,2680,PKS,60,X,X,M,M,X,X,X,X,08:00,16:00,-34.28267041,146.04746455
Griffith Wiradjuri Aboriginal Pre-School,101 Blumer Avenue,EAST GRIFFITH,NSW,2680,PKS,25,W,M,W,M,M,M,M,W,08:00,16:00,-34.27659859,146.07291449
Grow Early Learning Centre,32 Irelands Road,BLACKTOWN,NSW,2148,LDC,39,W,M,W,W,M,M,M,M,07:00,18:00,-33.76424946,150.88901859
Grow Early Learning Centre,204 Targo Rd,GIRRAWEEN,NSW,2145,LDC,45,M,M,M,M,M,M,M,M,07:00,18:00,-33.79344179,150.95075652
MindChamps Early Learning @ West Hoxton 1,16-22 Chapman Street,WEST HOXTON,NSW,2171,LDC,56,M,M,M,M,M,M,M,M,07:00,18:00,-33.93937393,150.83806271
Children's Village Guildford,2 Bolton Street,GUILDFORD,NSW,2161,LDC,39,M,M,M,M,M,M,M,M,07:00,18:00,-33.85727276,150.98724422
Guildford West Childrens Centre,50 Princes Street,GUILDFORD,NSW,2161,LDC,48,M,M,M,M,M,M,M,M,07:00,18:00,-33.84793552,150.96580239
Gulgong Preschool,Medley Street,GULGONG,NSW,2852,PKS,42,M,M,M,M,M,M,M,M,08:30,16:00,-32.35231489,149.53425863
ESTEEM KIDS CALROSSY TAMWORTH,242 Moore Creek Road,TAMWORTH,NSW,2340,OSHC_A;OSHC_V,60,M,M,M,M,M,M,M,M,08:00,18:00,-31.05633533,150.91144613
Diocese of Broken Bay Early Learning and Care Centre - Waitara,"Waitara Family Centre, 29 Yardley Avenue",WAITARA,NSW,2077,LDC,67,M,M,M,M,M,M,M,M,07:30,18:00,-33.71369285,151.10367967
"Ambrose School Age Care, Our Lady of the Rosary, Kellyville","Our Lady of the Rosary School, 8 Diana Avenue",KELLYVILLE,NSW,2155,OSHC_A;OSHC_B;OSHC_V,175,W,M,M,M,M,W,M,W,07:00,18:30,-33.70688903,150.95351139
St Ives OSHC,"St Ives Public School, Horace Street",ST IVES,NSW,2075,OSHC_A;OSHC_B;OSHC_V,158,M,M,M,M,M,M,M,M,07:00,18:30,-33.72830384,151.16308414
PCYC - Out of School Hours North Sydney,Cnr Pacific Highway & Bay Road,NORTH SYDNEY,NSW,2060,OSHC_A;OSHC_B,228,M,M,M,M,M,M,M,M,07:00,18:00,-33.83543719,151.20460083
Greenwich Out of School Hours Inc,"Greenwich Public School, 72a Greenwich Road",GREENWICH,NSW,2065,OSHC_A;OSHC_B;OSHC_V,150,M,M,M,M,M,M,M,M,07:00,18:00,-33.83230848,151.18631207
Headstart Early Learning Centre Hughesdale,105A Kangaroo Road,HUGHESDALE,VIC,3166,LDC,140,M,M,M,M,M,M,M,M,07:00,18:00,-37.89962007,145.07973683
Strathfield Montessori Academy,110 Homebush Road,STRATHFIELD,NSW,2135,LDC,28,M,M,M,M,M,M,X,X,,,-33.8782275,151.0862887
Community Kids Austral Preschool Early Learning,45 Fifth Avenue,AUSTRAL,NSW,2171,LDC,42,M,M,M,M,M,M,M,M,07:00,18:00,-33.94780538,150.81759383
SDN Beranga Autism Specific Preschool,128 Hartington Street,ROOTY HILL,NSW,2766,PKS,49,X,X,X,M,X,X,X,X,09:30,15:45,-33.76865538,150.84336818
Cessnock Out of School Hours Care,9 Dudley Street,CESSNOCK,NSW,2325,OSHC_A;OSHC_B;OSHC_V,60,M,M,M,M,M,M,M,M,06:30,18:00,-32.83193766,151.35260933
AlburyCity - St Pats OOSH,444 Kiewa Street,ALBURY,NSW,2640,OSHC_A;OSHC_V,120,M,M,M,M,M,M,M,M,08:00,18:00,-36.08395783,146.91634804
TeamKids - Turramurra North Public School,"Turramurra North Public School, 237 Bobbin Head Rd",NORTH TURRAMURRA,NSW,2074,OSHC_A;OSHC_B;OSHC_V,90,M,M,M,M,M,M,M,M,07:00,18:00,-33.71480992,151.14779835
Nurruby OOSH,"Nurruby Hall, 11 Bridge Street",NARRABRI,NSW,2390,OSHC_A;OSHC_B;OSHC_V,40,X,X,X,X,X,X,X,X,06:30,18:00,-30.33411529,149.77325245
Cobar Outside of School Hours Service,"Saint Margaret's Hall, Barton Street",COBAR,NSW,2835,OSHC_A;OSHC_B;OSHC_V,30,M,M,M,M,M,M,M,M,06:00,18:00,-31.49996274,145.83651829
Cubby OOSH at Surveyors Creek,"Surveyors Creek Public School, St Andrews Drive",GLENMORE PARK,NSW,2745,OSHC_A;OSHC_B;OSHC_V,90,M,M,M,M,M,M,M,M,06:30,18:15,-33.78787395,150.69018435
Abbotsleigh Junior School TheirCare,22 Woonona Avenue,WAHROONGA,NSW,2076,OSHC_A;OSHC_B;OSHC_V,47,M,M,M,M,M,M,M,M,07:00,18:30,-33.71696534,151.11325004
MOUNT RIVERVIEW OSHC,"Mt Riverview Public School, Rusden Road",MOUNT RIVERVIEW,NSW,2774,OSHC_A;OSHC_B;OSHC_V,75,M,M,M,M,M,M,M,M,06:30,18:30,-33.73147827,150.6294484
YMCA Marrickville Public OSHC,"Marrickville Public School, Farr Street",MARRICKVILLE,NSW,2204,OSHC_A;OSHC_B;OSHC_V,120,M,M,M,M,M,M,M,M,07:00,18:00,-33.9085092,151.16139348
YMCA Revesby South OSHC,"Revesby South Primary School, Corner The River Road & Mars Street",REVESBY,NSW,2212,OSHC_A;OSHC_B;OSHC_V,60,M,M,M,M,M,M,M,M,07:00,18:00,-33.96036864,151.02134982
Condell Park Early Learning Centre,115 Clarence Street,CONDELL PARK,NSW,2200,LDC,40,M,M,M,M,M,M,M,M,06:00,18:00,-33.92579041,151.02098067
OOSHcare Pty Ltd,"Sugarvalley Neighbourhood Centre, 65 Carrington Street",WEST WALLSEND,NSW,2286,OSHC_A;OSHC_B,55,M,M,M,M,M,M,M,M,06:45,18:00,-32.90242823,151.58127285
